Midterm,Final
73.5000000007,91.0
60.999999997299994,63.0
88.99999999799999,81.5
82.50000000060001,73.0
80.49999999859999,86.5
83.5000000016,84.0
83.00000000109999,73.5
91.0,94.5
82.0000000001,65.0
85.0000000031,88.0
89.999999999,87.5
84.5000000026,87.5
84.0000000021,75.0
81.4999999996,82.5
84.0000000021,93.5
73.0000000002,75.5
79.99999999810001,87.0
51.49999999690001,21.0
87.999999997,98.5
68.99999999619999,85.5
82.0000000001,87.5
86.0000000041,87.5
84.5000000026,73.5
83.00000000109999,90.5
68.99999999619999,72.0
87.999999997,94.0
75.0000000022,75.5
86.0000000041,91.5
88.4999999975,84.5
88.99999999799999,89.0
68.0000000043,85.0
49.50000000399999,72.5
87.4999999965,88.5
77.99999999609999,83.0
59.9999999963,43.0
78.4999999966,77.0
84.0000000021,83.5
89.999999999,88.0
87.999999997,92.5
79.99999999810001,81.5
78.4999999966,83.0
65.00000000130001,67.0
87.999999997,81.5
87.999999997,88.5
86.0000000041,85.5
91.0,90.5
86.999999996,83.0
85.0000000031,84.0
77.0000000042,82.0
61.499999997799996,33.0
55.00000000039999,82.0
84.5000000026,92.5
88.4999999975,94.5
87.999999997,84.5
89.4999999985,98.0
59.499999995799996,69.5
83.00000000109999,83.0
78.4999999966,59.5
89.999999999,73.5
85.0000000031,88.5
77.0000000042,64.5
67.0000000033,66.0
86.0000000041,87.0
70.9999999982,64.5
67.0000000033,77.5
62.9999999993,43.0
84.0000000021,82.5
82.0000000001,91.0
90.4999999995,94.5
69.9999999972,73.0
86.999999996,87.0
75.0000000022,76.5
77.0000000042,82.5
76.5000000037,76.0
81.4999999996,83.0
63.499999999799996,62.0
88.99999999799999,90.5
77.99999999609999,56.99999999999999
85.0000000031,87.5
77.0000000042,80.0
78.9999999971,79.0
71.99999999920001,66.5
76.5000000037,68.0
83.00000000109999,91.0
80.49999999859999,86.5
84.0000000021,80.5
85.0000000031,84.5
70.4999999977,72.0
89.999999999,95.5
83.00000000109999,79.5
79.99999999810001,85.5
57.00000000240001,66.0
89.999999999,91.5
84.0000000021,69.0
75.5000000027,74.0
88.4999999975,86.5
72.49999999970001,77.5
82.0000000001,84.5
91.0,97.0
79.99999999810001,88.0
72.49999999970001,71.0
76.5000000037,78.0
86.999999996,89.5
70.9999999982,91.5
82.0000000001,83.5
91.0,85.0
86.0000000041,90.0
81.4999999996,75.5
69.9999999972,74.5
60.999999997299994,61.5
65.00000000130001,72.0
83.00000000109999,85.5
73.0000000002,71.5
52.9999999984,57.49999999999999
91.0,95.5
88.99999999799999,83.5
77.99999999609999,80.5
86.999999996,92.5
65.00000000130001,78.0
68.0000000043,76.0
88.4999999975,86.5
73.0000000002,72.5
73.0000000002,70.5
88.99999999799999,84.0
77.0000000042,83.0
75.0000000022,83.0
85.0000000031,84.5
85.0000000031,87.5
77.0000000042,69.0
86.49999999549999,88.5
85.0000000031,88.5
53.999999999399996,54.0
77.99999999609999,71.0
88.99999999799999,76.0
86.999999996,89.0
86.49999999549999,84.5
79.99999999810001,82.0
64.00000000029999,54.50000000000001
78.9999999971,80.5
77.99999999609999,79.0
69.4999999967,60.5
88.99999999799999,95.0
69.4999999967,61.0
61.499999997799996,57.49999999999999
86.0000000041,87.5
78.9999999971,84.5
59.9999999963,89.0
56.000000001400004,82.5
85.0000000031,77.5
84.0000000021,76.5
79.4999999976,80.0
83.00000000109999,82.5
79.99999999810001,86.0
73.5000000007,82.0
88.99999999799999,90.5
75.0000000022,84.0
78.9999999971,65.5
84.0000000021,73.0
40.999999995500005,49.5
79.99999999810001,76.5
77.0000000042,77.0
86.49999999549999,87.5
43.9999999985,42.5
88.4999999975,90.5
88.99999999799999,90.0
37.5000000011,46.0
85.0000000031,67.5
65.5000000018,58.5
71.99999999920001,90.0
88.99999999799999,86.0
79.99999999810001,86.0
83.5000000016,81.0
85.50000000360002,89.0
78.4999999966,78.5
90.4999999995,91.0
87.4999999965,92.0
68.4999999957,68.5
78.9999999971,95.5
78.9999999971,94.0
87.999999997,91.0
50.499999995900005,73.5
80.99999999910001,79.0
71.99999999920001,69.5
68.4999999957,62.5
82.50000000060001,94.5
75.0000000022,84.0
87.999999997,83.5
91.0,93.5
86.0000000041,77.0
77.0000000042,80.5
78.9999999971,82.5
84.0000000021,91.5
59.00000000439999,59.0
68.99999999619999,78.0
73.0000000002,75.0
64.50000000079999,72.0
79.4999999976,81.5
82.0000000001,94.5
70.4999999977,75.0
86.49999999549999,89.0
85.0000000031,84.5
89.4999999985,88.5
70.9999999982,60.5
80.99999999910001,74.0
77.99999999609999,86.5
91.0,92.5
83.00000000109999,88.5
86.999999996,78.5
77.0000000042,79.5
71.99999999920001,75.0
91.0,94.5
77.0000000042,81.0
68.99999999619999,70.5
91.0,92.5
80.49999999859999,70.5
85.0000000031,71.0
77.0000000042,76.5
68.4999999957,72.5
67.50000000380001,73.0
83.00000000109999,79.5
87.999999997,92.5
77.49999999559998,91.0
69.9999999972,87.0
74.0000000012,83.0
85.50000000360002,80.0
87.4999999965,95.0
82.0000000001,79.5
78.9999999971,88.5
72.49999999970001,69.5
77.49999999559998,81.5
86.999999996,78.0
86.49999999549999,94.5
84.5000000026,79.5
75.0000000022,75.5
91.0,86.5
78.9999999971,67.5
88.99999999799999,83.5
89.4999999985,88.5
63.499999999799996,79.0
83.00000000109999,88.5
80.99999999910001,86.0
83.5000000016,84.0
81.4999999996,92.0
86.0000000041,86.5
83.00000000109999,87.5
83.5000000016,86.0
82.0000000001,89.5
91.0,93.5
88.99999999799999,94.5
87.999999997,77.5
83.00000000109999,90.5
83.00000000109999,83.5
85.0000000031,87.0
66.0000000023,62.5
91.0,91.5
79.99999999810001,88.5
82.0000000001,81.0
79.4999999976,67.0
85.0000000031,90.0
75.0000000022,87.5
85.0000000031,92.5
86.999999996,82.0
80.49999999859999,81.5
73.0000000002,72.5
79.99999999810001,86.0
74.0000000012,74.0
85.0000000031,86.0
83.00000000109999,95.5
82.0000000001,78.0
77.0000000042,74.5
78.9999999971,85.0
65.5000000018,71.5
30.0000000027,38.5
88.99999999799999,84.0
84.0000000021,86.5
86.999999996,90.0
80.99999999910001,79.0
87.999999997,87.5
77.99999999609999,89.5
22.9999999957,42.0
89.999999999,94.5
82.0000000001,86.0
79.4999999976,71.0
77.0000000042,84.0
64.00000000029999,84.5
76.0000000032,75.5
37.0000000006,56.00000000000001
69.4999999967,86.5
91.0,91.0
65.00000000130001,86.0
77.99999999609999,73.5
88.99999999799999,76.5
86.999999996,82.5
86.0000000041,85.0
86.999999996,85.0
85.0000000031,80.5
87.999999997,93.5
61.9999999983,56.49999999999999
80.99999999910001,56.00000000000001
86.0000000041,91.5
79.99999999810001,82.0
59.9999999963,68.5
59.00000000439999,76.0
83.00000000109999,65.0
88.99999999799999,84.5
75.5000000027,80.0
82.50000000060001,83.0
83.00000000109999,69.0
79.99999999810001,82.0
84.0000000021,86.5
66.5000000028,70.5
66.5000000028,86.0
53.4999999989,39.0
75.5000000027,81.5
72.49999999970001,57.49999999999999
64.00000000029999,72.5
86.0000000041,87.5
86.999999996,83.5
91.0,91.5
77.99999999609999,88.5
82.0000000001,88.0
73.0000000002,78.5
79.99999999810001,70.5
37.0000000006,55.00000000000001
49.50000000399999,34.0
74.0000000012,79.5
91.0,89.0
75.0000000022,71.0
76.0000000032,84.5
76.5000000037,90.5
86.0000000041,88.5
89.999999999,79.5
84.0000000021,82.5
77.49999999559998,82.0
59.9999999963,85.0
75.0000000022,76.5
65.00000000130001,58.5
68.4999999957,68.5
89.4999999985,85.0
83.00000000109999,79.5
75.0000000022,76.5
77.99999999609999,83.5
86.49999999549999,83.5
80.99999999910001,83.0
85.0000000031,79.0
91.0,97.0
61.499999997799996,57.49999999999999
62.9999999993,59.0
59.499999995799996,53.5
83.00000000109999,81.0
86.0000000041,80.0
88.99999999799999,77.0
69.9999999972,82.0
86.0000000041,88.0
88.99999999799999,79.5
88.99999999799999,80.5
62.9999999993,83.5
76.0000000032,79.5
86.999999996,78.0
83.00000000109999,90.0
56.500000001900005,76.5
86.0000000041,85.0
86.999999996,79.5
69.4999999967,59.5
81.4999999996,91.5
80.99999999910001,95.0
78.9999999971,80.0
77.49999999559998,79.0
45.5,40.0
57.00000000240001,59.0
69.4999999967,64.5
86.0000000041,89.5
60.999999997299994,74.0
67.0000000033,55.50000000000001
76.5000000037,84.0
61.9999999983,55.00000000000001
52.9999999984,57.99999999999999
77.99999999609999,93.5
74.0000000012,74.5
74.0000000012,72.0
77.99999999609999,72.0
59.9999999963,68.0
76.5000000037,76.0
59.9999999963,65.0
82.50000000060001,72.5
82.0000000001,86.5
78.4999999966,69.5
83.5000000016,79.5
58.500000003900006,72.5
88.99999999799999,92.5
81.4999999996,82.0
80.49999999859999,75.0
84.0000000021,82.0
58.500000003900006,61.5
83.00000000109999,92.5
62.4999999988,77.5
82.50000000060001,97.0
87.4999999965,83.0
70.9999999982,86.5
88.4999999975,82.5
78.9999999971,73.0
85.0000000031,90.0
87.999999997,89.0
86.0000000041,84.0
83.00000000109999,78.0
85.0000000031,93.5
76.0000000032,77.0
85.0000000031,75.5
59.499999995799996,63.5
61.499999997799996,46.5
79.99999999810001,91.0
77.0000000042,80.5
85.0000000031,75.5
80.49999999859999,85.5
77.0000000042,68.0
77.99999999609999,82.0
83.00000000109999,80.0
79.99999999810001,82.5
66.0000000023,59.5
87.999999997,89.5
85.0000000031,86.0
84.0000000021,82.0
91.0,90.0
69.4999999967,82.5
80.99999999910001,82.0
82.0000000001,83.0
63.499999999799996,72.0
84.0000000021,89.0
89.999999999,80.0
77.99999999609999,73.5
87.999999997,91.0
47.0000000015,40.5
77.0000000042,85.0
84.0000000021,75.5
43.9999999985,56.99999999999999
86.0000000041,82.5
74.0000000012,74.0
77.99999999609999,85.0
74.5000000017,77.5
37.0000000006,31.0
85.0000000031,85.5
59.499999995799996,63.0
91.0,91.5
44.9999999995,54.0
76.5000000037,63.0
83.00000000109999,86.0
78.4999999966,82.0
77.99999999609999,59.0
83.00000000109999,71.0
88.99999999799999,89.5
91.0,95.5
72.49999999970001,72.0
88.99999999799999,93.5
83.5000000016,75.0
80.99999999910001,83.0
65.5000000018,74.5
80.99999999910001,90.0
85.0000000031,88.5
83.00000000109999,81.5
80.99999999910001,78.5
75.0000000022,87.5
55.5000000009,70.5
87.999999997,93.5
74.5000000017,52.0
73.0000000002,86.5
77.0000000042,85.5
86.999999996,82.5
84.5000000026,93.0
83.00000000109999,89.0
69.4999999967,71.0
59.9999999963,62.5
62.4999999988,75.5
67.0000000033,63.0
85.50000000360002,92.5
83.00000000109999,74.0
88.99999999799999,88.5
48.50000000299999,39.5
81.4999999996,84.5
75.0000000022,72.0
83.5000000016,89.0
61.9999999983,61.0
82.50000000060001,85.0
80.49999999859999,91.0
73.0000000002,80.0
53.999999999399996,57.99999999999999
78.9999999971,61.0
48.0000000025,56.00000000000001
66.0000000023,69.5
84.5000000026,79.5
70.9999999982,86.0
91.0,93.5
55.00000000039999,61.0
84.0000000021,80.5
60.999999997299994,56.49999999999999
88.4999999975,86.0
73.0000000002,62.5
84.0000000021,78.0
86.999999996,91.5
37.0000000006,56.49999999999999
80.49999999859999,56.00000000000001
87.4999999965,89.0
58.500000003900006,68.5
78.9999999971,85.5
89.4999999985,90.0
86.999999996,86.5
78.9999999971,81.5
64.50000000079999,78.0
52.4999999979,54.0
73.0000000002,72.0
79.4999999976,93.5
91.0,91.0
86.999999996,93.5
78.9999999971,85.0
77.99999999609999,81.0
55.00000000039999,79.0
60.999999997299994,77.0
69.9999999972,51.0
87.999999997,89.0
85.0000000031,80.0
79.99999999810001,79.0
25.499999998200003,14.000000000000002
86.0000000041,90.5
86.49999999549999,84.0
87.999999997,88.5
88.4999999975,90.5
84.5000000026,89.5
84.0000000021,83.5
90.4999999995,87.0
71.49999999869998,71.0
84.0000000021,80.0
77.99999999609999,82.0
86.0000000041,84.0
83.00000000109999,93.5
86.0000000041,94.5
70.9999999982,73.5
83.00000000109999,75.5
91.0,85.5
51.999999997399996,86.5
88.99999999799999,82.5
79.99999999810001,87.5
48.0000000025,59.5
85.0000000031,91.0
74.0000000012,82.0
70.9999999982,80.5
87.999999997,87.0
85.0000000031,84.5
73.0000000002,82.0
85.0000000031,91.0
69.4999999967,60.0
89.999999999,94.5
82.50000000060001,80.5
66.5000000028,67.5
75.0000000022,76.0
86.999999996,82.0
88.99999999799999,87.5
84.0000000021,82.0
88.99999999799999,90.0
85.0000000031,92.5
80.99999999910001,83.0
84.0000000021,93.5
75.0000000022,81.0
91.0,94.0
77.49999999559998,84.0
83.00000000109999,79.0
90.4999999995,83.5
68.0000000043,54.50000000000001
77.99999999609999,78.5
76.0000000032,78.0
85.0000000031,97.5
73.0000000002,80.5
82.0000000001,82.5
88.99999999799999,83.0
71.49999999869998,56.49999999999999
83.00000000109999,87.5
87.999999997,90.5
86.999999996,81.5
88.99999999799999,94.0
80.99999999910001,84.5
67.0000000033,74.5
66.5000000028,68.0
84.0000000021,81.0
89.4999999985,89.5
65.00000000130001,68.0
91.0,92.5
73.5000000007,71.5
83.00000000109999,82.0
83.5000000016,82.0
85.0000000031,89.5
81.4999999996,72.0
82.0000000001,81.0
85.0000000031,90.0
72.49999999970001,85.0
72.49999999970001,76.5
80.99999999910001,85.5
82.0000000001,85.5
47.0000000015,60.5
53.999999999399996,52.0
75.0000000022,90.0
86.0000000041,80.5
86.0000000041,85.5
86.999999996,77.0
78.9999999971,76.0
57.00000000240001,55.00000000000001
83.00000000109999,81.5
46.500000001000004,46.0
70.9999999982,80.0
69.9999999972,64.0
78.9999999971,81.5
85.0000000031,92.5
90.4999999995,92.5
87.999999997,95.0
86.0000000041,92.5
86.0000000041,95.0
89.999999999,81.5
76.0000000032,79.5
86.0000000041,85.0
80.49999999859999,81.0
89.999999999,82.5
78.4999999966,72.0
75.5000000027,85.5
88.99999999799999,93.0
83.00000000109999,90.5
91.0,96.5
57.00000000240001,72.5
75.5000000027,80.0
75.0000000022,60.5
70.9999999982,75.5
58.500000003900006,63.5
48.0000000025,45.0
80.99999999910001,80.5
82.0000000001,84.5
74.0000000012,69.5
75.0000000022,88.0
86.999999996,91.0
65.00000000130001,64.0
69.9999999972,65.5
88.99999999799999,88.0
86.0000000041,77.5
77.99999999609999,76.0
79.99999999810001,72.0
51.49999999690001,47.0
57.00000000240001,68.5
79.99999999810001,80.5
83.00000000109999,86.5
78.9999999971,80.5
24.499999997199996,62.5
86.0000000041,86.0
86.0000000041,85.0
69.4999999967,82.0
47.500000002,50.5
83.00000000109999,84.5
83.00000000109999,73.5
86.999999996,68.0
79.99999999810001,80.0
56.500000001900005,84.0
75.0000000022,63.0
85.0000000031,92.5
70.9999999982,80.0
87.999999997,91.0
86.999999996,87.0
58.500000003900006,60.0
86.0000000041,89.5
85.50000000360002,83.5
77.0000000042,60.5
73.0000000002,81.0
62.4999999988,86.0
77.0000000042,90.0
79.99999999810001,82.5
79.99999999810001,69.5
87.4999999965,94.0
77.0000000042,80.0
86.999999996,93.0
70.9999999982,74.0
78.9999999971,79.0
88.99999999799999,96.0
89.999999999,85.5
58.500000003900006,66.5
43.9999999985,54.0
89.999999999,96.0
68.99999999619999,62.0
77.0000000042,81.5
81.4999999996,83.0
90.4999999995,94.5
83.00000000109999,84.0
83.00000000109999,86.5
77.49999999559998,84.5
75.0000000022,77.5
77.99999999609999,69.5
74.0000000012,72.0
86.0000000041,76.0
78.9999999971,91.0
85.0000000031,76.0
80.49999999859999,73.0
85.0000000031,88.5
74.5000000017,64.5
89.999999999,87.5
79.99999999810001,97.5
86.0000000041,80.5
58.000000003400004,72.5
79.4999999976,89.5
64.50000000079999,66.5
66.0000000023,74.5
86.0000000041,84.0
89.999999999,95.0
89.999999999,80.5
75.0000000022,70.5
86.999999996,91.5
52.9999999984,68.0
51.999999997399996,52.5
61.9999999983,75.0
79.99999999810001,83.0
82.50000000060001,93.0
64.00000000029999,78.0
86.49999999549999,79.0
76.5000000037,74.0
84.0000000021,92.5
51.999999997399996,50.0
85.0000000031,87.5
66.0000000023,59.0
65.00000000130001,76.0
79.99999999810001,84.0
87.999999997,95.0
84.0000000021,77.0
55.00000000039999,65.0
82.0000000001,84.0
68.4999999957,75.5
82.0000000001,86.5
77.0000000042,86.5
86.0000000041,78.5
80.49999999859999,80.0
86.49999999549999,90.5
62.9999999993,77.5
68.99999999619999,81.5
87.4999999965,92.0
89.999999999,93.5
86.999999996,85.5
81.4999999996,78.0
87.4999999965,93.0
87.999999997,81.0
79.99999999810001,83.5
83.00000000109999,89.0
58.000000003400004,73.5
85.0000000031,85.0
76.0000000032,82.0
87.999999997,85.0
70.4999999977,70.5
80.99999999910001,48.0
82.50000000060001,90.0
74.5000000017,70.0
86.999999996,86.0
88.99999999799999,88.5
59.9999999963,63.5
85.0000000031,84.5
84.0000000021,91.0
88.99999999799999,88.0
87.999999997,87.0
71.99999999920001,85.5
76.0000000032,67.0
59.00000000439999,71.5
72.49999999970001,69.0
84.0000000021,87.0
78.9999999971,78.5
86.999999996,91.0
64.00000000029999,69.5
87.999999997,85.5
53.4999999989,70.5
77.0000000042,73.5
80.99999999910001,69.0
88.99999999799999,89.0
84.0000000021,78.0
83.00000000109999,83.5
76.0000000032,81.0
68.4999999957,64.0
91.0,92.5
86.0000000041,82.5
76.0000000032,84.0
62.4999999988,57.99999999999999
78.9999999971,87.0
79.99999999810001,88.5
35.99999999960001,41.5
77.49999999559998,64.5
77.49999999559998,79.5
63.499999999799996,73.5
78.9999999971,93.5
89.999999999,88.0
80.49999999859999,89.5
83.00000000109999,86.5
84.0000000021,90.5
72.49999999970001,77.5
83.00000000109999,83.0
82.0000000001,78.5
91.0,89.5
88.99999999799999,90.0
83.00000000109999,77.5
89.999999999,82.0
83.00000000109999,81.0
80.99999999910001,73.5
88.99999999799999,96.0
80.99999999910001,63.0
86.999999996,84.5
83.00000000109999,72.5
57.00000000240001,49.0
88.99999999799999,98.5
78.4999999966,82.5
74.0000000012,76.5
89.999999999,97.0
76.0000000032,68.0
81.4999999996,85.0
61.9999999983,65.5
80.49999999859999,72.5
82.0000000001,85.5
91.0,97.0
57.00000000240001,64.5
69.9999999972,51.5
79.4999999976,78.5
86.999999996,88.0
37.5000000011,54.50000000000001
89.999999999,92.5
84.5000000026,89.5
88.99999999799999,92.5
82.0000000001,80.0
40.0000000036,45.0
84.0000000021,89.5
84.0000000021,91.5
73.5000000007,75.0
65.00000000130001,62.0
91.0,87.0
74.5000000017,84.0
79.99999999810001,70.5
62.4999999988,69.0
64.00000000029999,68.5
76.5000000037,63.0
86.999999996,91.5
75.0000000022,74.5
76.0000000032,59.5
84.0000000021,90.0
69.4999999967,88.5
82.0000000001,86.5
66.0000000023,54.50000000000001
87.4999999965,83.5
88.99999999799999,91.5
91.0,96.5
59.9999999963,78.5
84.0000000021,82.0
86.999999996,90.0
83.00000000109999,88.5
77.99999999609999,87.0
63.499999999799996,61.5
75.5000000027,72.5
91.0,86.5
67.50000000380001,86.0
80.49999999859999,83.5
64.50000000079999,70.5
56.000000001400004,63.0
85.0000000031,89.0
80.99999999910001,89.5
89.999999999,84.5
75.0000000022,84.0
69.4999999967,73.0
53.999999999399996,73.0
78.9999999971,84.5
80.99999999910001,95.0
86.49999999549999,87.5
69.9999999972,86.5
83.00000000109999,91.0
68.99999999619999,71.5
62.4999999988,71.0
77.49999999559998,81.0
80.99999999910001,74.0
83.00000000109999,88.5
86.0000000041,75.5
38.0000000016,38.5
83.00000000109999,93.5
58.000000003400004,47.5
87.999999997,84.5
80.99999999910001,64.5
73.0000000002,77.0
58.000000003400004,60.0
73.0000000002,78.0
88.4999999975,81.0
84.0000000021,72.5
78.9999999971,79.0
87.999999997,94.0
53.999999999399996,53.5
83.00000000109999,72.5
72.49999999970001,86.0
86.999999996,89.0
65.00000000130001,56.49999999999999
66.0000000023,66.5
71.49999999869998,52.0
70.9999999982,67.5
85.0000000031,93.0
86.999999996,86.5
88.99999999799999,88.5
78.9999999971,79.5
86.999999996,88.0
76.0000000032,79.5
80.99999999910001,89.5
85.0000000031,96.0
87.999999997,91.0
58.000000003400004,76.5
91.0,94.5
79.99999999810001,85.5
73.0000000002,83.5
68.0000000043,51.0
91.0,88.0
76.0000000032,61.0
69.4999999967,79.5
83.00000000109999,72.0
78.9999999971,87.5
80.99999999910001,90.0
78.9999999971,88.5
83.00000000109999,92.0
64.50000000079999,70.0
76.0000000032,76.5
77.0000000042,82.0
48.50000000299999,48.0
89.4999999985,85.5
84.0000000021,80.5
13.0000000039,29.0
85.0000000031,93.0
73.5000000007,59.0
73.0000000002,76.0
78.4999999966,69.0
85.0000000031,84.5
87.4999999965,79.0
85.0000000031,89.5
79.99999999810001,85.0
84.0000000021,93.5
85.0000000031,83.5
88.99999999799999,85.5
71.49999999869998,52.5
87.4999999965,87.5
57.5000000029,68.0
68.4999999957,72.5
82.0000000001,83.0
83.00000000109999,89.0
69.9999999972,65.0
87.999999997,87.5
84.5000000026,90.5
83.00000000109999,93.0
57.00000000240001,66.5
89.999999999,90.5
87.4999999965,87.5
80.99999999910001,93.0
87.999999997,87.5
77.99999999609999,79.5
83.00000000109999,81.5
73.0000000002,53.5
79.99999999810001,82.5
68.99999999619999,80.0
64.00000000029999,49.0
91.0,86.0
65.5000000018,60.5
83.00000000109999,78.0
43.499999998,43.0
77.99999999609999,89.0
88.99999999799999,81.0
83.00000000109999,85.0
66.0000000023,69.5
51.49999999690001,48.5
73.5000000007,87.0
87.999999997,91.5
76.0000000032,79.0
75.0000000022,88.5
72.49999999970001,74.0
75.5000000027,96.5
57.00000000240001,58.5
87.999999997,90.5
40.500000004099995,37.0
87.4999999965,92.5
67.0000000033,64.5
85.0000000031,73.0
86.999999996,86.0
80.99999999910001,95.0
80.99999999910001,86.5
91.0,95.5
86.0000000041,91.5
77.49999999559998,85.5
69.4999999967,74.0
86.0000000041,92.5
77.99999999609999,73.0
84.0000000021,85.0
77.99999999609999,85.0
53.4999999989,57.99999999999999
71.99999999920001,80.5
77.0000000042,87.0
79.99999999810001,75.0
87.999999997,91.0
88.99999999799999,87.0
74.5000000017,67.5
71.49999999869998,79.5
74.0000000012,79.0
86.0000000041,77.5
43.9999999985,55.00000000000001
81.4999999996,76.5
88.99999999799999,85.0
91.0,90.0
77.0000000042,65.0
88.99999999799999,90.5
88.99999999799999,90.5
88.99999999799999,83.0
83.00000000109999,83.5
83.00000000109999,85.5
86.999999996,91.5
58.500000003900006,51.5
79.99999999810001,90.0
85.50000000360002,84.5
81.4999999996,96.0
78.9999999971,84.0
85.0000000031,91.0
87.999999997,77.5
79.99999999810001,83.5
87.999999997,88.0
89.999999999,97.5
91.0,93.5
71.99999999920001,70.5
68.0000000043,66.0
88.4999999975,86.0
79.99999999810001,73.5
79.4999999976,73.5
82.0000000001,74.5
84.0000000021,62.5
70.9999999982,88.0
76.5000000037,83.5
86.0000000041,88.5
86.0000000041,88.5
65.00000000130001,56.00000000000001
87.999999997,82.0
64.50000000079999,75.0
74.5000000017,87.0
74.5000000017,62.0
87.999999997,83.0
84.0000000021,84.5
77.99999999609999,74.5
68.0000000043,77.5
70.9999999982,75.0
87.999999997,82.0
87.4999999965,85.0
77.99999999609999,77.5
79.99999999810001,82.5
70.9999999982,87.0
84.0000000021,88.0
78.9999999971,81.5
85.0000000031,82.0
78.9999999971,84.0
84.0000000021,96.0
86.0000000041,96.0
88.4999999975,96.0
65.00000000130001,65.0
76.0000000032,89.5
81.4999999996,83.5
82.0000000001,87.0
88.99999999799999,78.0
81.4999999996,87.0
84.0000000021,71.5
69.4999999967,61.0
86.0000000041,80.5
88.99999999799999,87.5
66.5000000028,76.5
68.99999999619999,83.5
91.0,87.0
65.00000000130001,82.5
88.99999999799999,91.5
78.9999999971,88.0
91.0,91.0
80.99999999910001,82.0
75.0000000022,81.5
80.49999999859999,82.0
50.000000004499995,69.0
89.999999999,87.5
80.99999999910001,76.0
69.9999999972,83.0
76.0000000032,72.5
85.50000000360002,81.0
89.999999999,95.5
80.49999999859999,83.0
69.9999999972,84.5
82.0000000001,79.0
81.4999999996,71.0
79.99999999810001,78.5
82.0000000001,75.0
86.0000000041,79.0
82.0000000001,84.0
88.99999999799999,97.5
91.0,91.5
82.0000000001,87.5
67.50000000380001,68.0
87.999999997,92.0
83.00000000109999,85.5
88.4999999975,86.5
86.999999996,88.5
91.0,90.5
78.4999999966,84.0
78.9999999971,79.5
79.99999999810001,90.5
79.99999999810001,75.5
86.0000000041,87.5
85.0000000031,77.0
71.49999999869998,84.5
82.50000000060001,83.5
80.99999999910001,75.0
80.99999999910001,82.0
77.0000000042,30.0
52.9999999984,72.0
86.999999996,90.0
88.99999999799999,98.5
88.99999999799999,80.5
82.0000000001,94.0
86.0000000041,93.5
73.0000000002,76.5
87.999999997,85.5
72.49999999970001,70.5
77.0000000042,88.0
86.0000000041,94.5
67.0000000033,73.5
79.99999999810001,77.0
84.5000000026,67.0
80.49999999859999,89.5
