Condition,Change in Serum Cholesterol
Diet,7.103489622505961
Diet,-20.827731125527045
Diet,-16.522401921812307
Diet,-9.174061843602319
Diet,-37.59955099672376
Diet,-23.25986179132905
Diet,-14.908067436142117
Diet,-6.298889663234431
Diet,3.8721952797091888
Diet,-7.291072786039637
Diet,-5.708554494813232
Diet,-5.407876480354235
Diet,-8.710190441438945
Diet,-15.978152818657117
Diet,-39.089468314042655
Diet,-1.2726597228304577
Diet,-0.12163589019732157
Diet,-25.552747566366143
Diet,-24.51022925604201
Diet,-7.440143002382396
Diet,-11.994706944338876
Diet,-14.668144194784835
Diet,-19.31664217106666
Diet,-27.991195773386586
Diet,-21.472460881453706
Diet,-21.447010735169
Diet,-17.01131113228462
Diet,-9.831955834057524
Diet,-9.03411494479287
Diet,11.208638171739771
Diet,-8.264011029304193
Diet,-15.749155275876266
Diet,-16.548589906927738
Diet,-25.915670516433806
Diet,-19.56975203548707
Diet,-9.65808254508168
Diet,-2.7796667951739753
Diet,-15.544953053367628
Diet,-2.481378250993872
Diet,-19.00236108012454
Diet,-24.52587006974897
Diet,-1.837122939095881
Diet,-10.053476658063168
Diet,-24.113694896899123
Diet,-17.631358813563907
Diet,-50.927253095319394
Diet,-32.99201137520778
Diet,-14.508485378703249
Diet,-26.019856489115277
Diet,-7.327342052618546
Diet,-1.2735054349376185
Diet,10.122638135143983
Diet,-5.7399177820422755
Diet,-27.41496743315235
Diet,-21.4232558427844
Diet,0.08997020806534195
Diet,-16.48611509440819
Diet,-31.149314214750618
Diet,2.2984455865334166
Diet,-22.070691351786756
Diet,-14.292447530633114
Diet,-27.47973852277223
Diet,-21.711265046088442
Diet,-3.3852353387777665
Diet,-10.975062399438471
Diet,-25.333328978288293
Diet,-6.616265141826425
Diet,-17.237122521219423
Diet,-7.31098418804607
Diet,-7.389701246151527
Diet,-23.45708981085044
Diet,-3.7466286659468704
Diet,-27.276672664599666
Diet,-13.66169119217064
Diet,-18.571915048914875
Diet,-6.4541883611373745
Diet,-18.673265352966745
Diet,0.8818780842295304
Diet,-0.16279474948490602
Diet,-3.513133393620862
Diet,-4.089432777266147
Diet,0.08603499536697967
Diet,-16.894603621474573
Diet,-17.476783158144773
Diet,-31.602209628185594
Diet,-29.87618959396913
Diet,-23.171829220442536
Diet,-34.16703184382685
Diet,-3.306064542433351
Diet,5.311658598850624
Diet,-30.043523493518876
Diet,-13.950133685350568
Diet,-11.820840480647046
Diet,-11.99038996581516
Diet,-19.637895493248223
Diet,-25.77121773958504
Diet,-2.4082354224540428
Diet,-21.882758774841463
Diet,-10.749191684605965
Diet,15.025964052292693
Diet,2.068131486809907
Diet,-16.218725686936565
Diet,12.063783043239518
Diet,-28.450092598945073
Diet,6.82018916734458
Diet,-18.533091981658856
Diet,-4.72957394173125
Diet,-10.838185055231042
Diet,-16.555770324770126
Diet,-3.606332934863298
Diet,-4.396340646758439
Diet,-8.143113305522931
Diet,-1.0239491520554616
Diet,-40.492271527464496
Diet,5.265164948692963
Diet,-4.054146366291064
Diet,-0.2982509498725143
Diet,-3.694105823903209
Diet,-1.2455790019670605
Diet,-34.058490247205675
Diet,-35.75547758356684
Diet,8.20006547863505
Diet,8.329773313867566
Diet,-26.306463726550284
Diet,-22.355807754880168
Diet,6.27099163867852
Diet,-5.611178653450409
Diet,-6.820614754828794
Diet,-18.733394278412263
Diet,-20.5779714533386
Diet,-18.05907979504541
Diet,-13.938226687568138
Diet,-8.492383477045832
Diet,1.7460626466255373
Diet,-1.860251517012074
Diet,2.281678405933869
Diet,-5.39635606024083
Diet,-35.065575085858896
Diet,9.851259016262325
Diet,-13.468970073711995
Diet,-31.497203113123952
Diet,-19.95866384797172
Diet,-5.01824433263209
Diet,-10.053551677384334
Diet,-3.4135670063524977
Diet,4.388306247469313
Diet,-15.495736374821721
Diet,0.6178586481335842
Diet,-18.593912199505947
Diet,2.0333780339578684
Diet,-6.979980551118249
Diet,-24.42713908303748
Diet,-5.4575186439307855
Diet,-18.733054118650244
Diet,-20.788356561718356
Diet,-43.52147935323518
Diet,-0.7717399915127849
Diet,-15.166657764510576
Diet,4.442465769794879
Diet,-2.7996861560352055
Diet,18.412677116748252
Diet,-7.039278706228016
Diet,-28.027616811814944
Diet,-5.037731920658936
Diet,-1.4506301753884863
Diet,-25.288597684827195
Diet,-5.520415622189811
Diet,-26.029718164327676
Diet,-19.57774981701554
Diet,-4.473162484060538
Diet,-10.719584931394728
Diet,-43.20656673138767
Diet,-6.1197594424462665
Diet,-23.080340631923768
Diet,2.7779281958640105
Diet,-19.350353393144893
Diet,-10.633885026741908
Diet,-20.047768350050884
Diet,2.730601697497713
Diet,-9.691826891743649
Diet,-2.2732750104216617
Diet,-25.067625861763055
Diet,-22.026933502708328
Diet,1.3086880615386711
Diet,-22.40178109937076
Diet,2.2794258906306037
Diet,-26.19483618716859
Diet,-23.521357595678065
Diet,-10.070801032637238
Diet,-13.715601899278472
Diet,-12.097245477085355
Diet,-0.3761804886523912
Diet,-28.54718167836894
Diet,6.936169543088205
Diet,-15.574209998086783
Diet,-4.279499781433241
Diet,24.434805586386645
Diet,-21.140074117194793
Diet,-3.8023821191202476
Diet,-21.908048568306
Diet,-41.33613958569971
Diet,-10.529086688617822
Diet,-15.347939792685848
Diet,-13.009044008086052
Diet,-7.71274962549151
Diet,-5.569519614201008
Diet,-36.602278357768945
Diet,-2.1329103927231117
Diet,-18.188513026183447
Diet,-7.335248825180684
Diet,-6.327794739750278
Diet,-25.358275021377416
Diet,-22.614627504033667
Diet,-23.752446245165242
Diet,-22.700830809729105
Diet,-27.197473303103436
Diet,-26.994077505412744
Diet,-10.379536513197806
Diet,-36.67611071831098
Diet,-36.80048192052895
Diet,-15.409140508651094
Diet,-20.10828222099423
Diet,-13.490370690003605
Diet,-6.445000054229951
Diet,-13.252428645696897
Diet,-3.2378976351744075
Diet,-8.098064529582784
Diet,-19.46529609159333
Diet,-16.404870120866192
Diet,-13.099462774201546
Diet,-25.45093322013993
Diet,5.12441178750635
Diet,-17.123756926241374
Diet,-12.818609862312726
Diet,-21.653006958305795
Diet,6.136365167192253
Diet,-42.74117311225485
Diet,-14.29676883096117
Diet,-29.27995337289857
Diet,7.056884945932065
Diet,-10.336191950396934
Diet,-7.495896672734703
Diet,-17.730583981778302
Diet,18.55194870577511
Diet,2.590849451858059
Diet,-1.314022209136727
Diet,-7.80267110526488
Diet,-18.61625813000333
Diet,-6.525770841500172
Diet,-39.261365857627176
Diet,-21.08330254371378
Diet,-3.4973878455279426
Diet,-13.231321522183052
Diet,-29.28396771757463
Diet,-17.17408752093629
Diet,-7.509724203401152
Diet,-48.67396987021602
Diet,-16.994656597103198
Diet,-41.48370934167884
Diet,-18.521780779758863
Diet,-42.482787459662234
Diet,3.7847009593193164
Diet,-9.90099914996215
Diet,-25.38011988439417
Diet,-22.107586045205284
Diet,0.9496736316920753
Diet,-15.821392793217914
Diet,-37.35376273447321
Diet,-13.804283674472657
Diet,-1.2595868609043723
Diet,1.6567025726902411
Diet,-11.398380506130824
Diet,-13.448987636354865
Diet,-16.48683666199933
Diet,-19.27494986499274
Diet,0.4423630650762007
Diet,-14.744525801031864
Diet,4.395949889854911
Diet,-5.732604061214835
Diet,-18.766051301162587
Diet,-17.508771144730595
Diet,-30.163313916496215
Diet,-2.1703950028693004
Diet,-27.438828578070083
Diet,-20.901956443564732
Diet,-0.17745289598330594
Diet,-17.72290300462753
Diet,-9.676804027723827
Diet,-13.918586907071253
Diet,-9.410450847296902
Diet,-22.16574982549224
Diet,3.42321419334505
Diet,-23.063579178838744
Diet,-11.117827085242043
Diet,1.3878078543960157
Diet,-9.02210662978827
Diet,-19.256445136697756
Diet,-16.01870807111102
Diet,-26.99322547336616
Diet,-23.636742041479167
Diet,-43.25626857637299
Diet,-18.970034596629684
Diet,-4.455216815950246
Diet,-19.071481202387528
Diet,7.994195793709736
Diet,-19.55396249016986
Diet,-5.97208655507419
Diet,-0.5071017737685946
Diet,-9.585238037147727
Diet,-13.386905763832646
Diet,-27.68645250525445
Diet,21.550961483719313
Diet,-4.284103872063051
Diet,-14.950929357640677
Diet,-8.553124432776542
Diet,-18.831641403853453
Diet,-0.661058589413031
Diet,0.9111154832069346
Diet,-0.12797599875151633
Diet,-14.397771700663725
Diet,-10.976016000863712
Diet,-15.586000908784108
Diet,-7.117344499416368
Diet,6.7584269551611165
Diet,-8.192924237577532
Diet,-24.814747918812053
Diet,-25.1036657383972
Diet,-35.77076350012933
Diet,-24.767367744840087
Diet,0.7774885941644527
Diet,7.722544905105337
Diet,-37.514638555494756
Diet,-0.7619056884520976
Diet,-2.4304544888148634
Diet,0.6442257268062406
Diet,-9.061891538723719
Diet,-11.71361471562676
Diet,-13.775019740041746
Diet,-13.066592106079838
Diet,-25.56489073726095
Diet,-7.187053772086349
Diet,-12.703995946401886
Diet,-0.20754557420485753
Diet,-20.050451814617855
Diet,-3.0833251460165556
Diet,-22.899421355710906
Diet,-3.2408877681986006
Diet,-12.94736135735358
Diet,23.226457071236872
Diet,-18.295462154518553
Diet,-23.261902709807217
Diet,-1.4910138382698204
Diet,-18.158485919919386
Diet,0.09183492835862062
Diet,-31.59275036742523
Diet,9.312377684511691
Diet,-12.981182411446973
Diet,2.519715484884081
Diet,-19.956108757853936
Diet,-12.714027044307958
Diet,-18.74335506660584
Diet,-18.59318579628009
Diet,-19.961877496175244
Diet,0.9317293368895392
Diet,9.443609245823808
Diet,-9.716008678602506
Diet,-5.375889733217335
Diet,22.516536647948158
Diet,-11.482099134302075
Diet,-8.031426035458335
Diet,-11.491552683796481
Diet,-3.8219339321075267
Diet,-22.931527565352177
Diet,-14.433358004485193
Diet,-12.811656730312391
Diet,-27.472664139514762
Diet,-30.232407614266034
Diet,-12.824798608670568
Diet,6.963114281257081
Diet,3.8875118506063338
Diet,-24.974236292100066
Diet,-6.8927517084453
Diet,-8.584075098712946
Diet,-15.426062653060608
Diet,-14.370478542521948
Diet,-4.143494991946795
Diet,-36.54933067158152
Diet,-7.975935508456517
Diet,-13.282823752516364
Diet,-2.5515803933404353
Diet,-15.947646867021312
Diet,-17.603821187925835
Diet,-22.5297761959306
Diet,-2.421816842333339
Diet,-7.34351530926548
Diet,-26.181584670685215
Diet,-4.546225893687227
Diet,-9.420331784764283
Diet,-19.27082869105685
Diet,-14.93478492793066
Diet,-6.506480305591295
Diet,-1.8491648890360306
Diet,-32.41709930413003
Diet,5.211216304622578
Diet,-11.530304696704746
Diet,-17.842946790440173
Diet,-30.536707398480207
Diet,-0.572046050199587
Diet,-20.080621583844625
Diet,-17.61317445027351
Diet,-25.643781777667215
Diet,-10.21831683124571
Diet,-28.775780519897125
Diet,-0.09944795869619405
Diet,-28.49501208556198
Diet,-12.857312518157126
Diet,-28.36034428603363
Diet,-25.39616148577973
Diet,2.7959153891282096
Diet,-11.840648296384789
Diet,-13.76352231370831
Diet,-8.910019123150704
Diet,-15.853721950163951
Diet,-12.010995534592896
Diet,-28.32902622247427
Diet,-0.9329798144344092
Diet,-4.785237516590973
Diet,-25.97557711348057
Diet,5.572156790444083
Diet,-7.378248352616229
Diet,-1.7952864165359053
Diet,-21.345061069451916
Diet,-16.63249688257676
Diet,5.4147868453069385
Diet,-30.05699970997934
Diet,0.637757624373279
Diet,-22.388202327166884
Diet,-13.862864186210665
Diet,2.9420132995734427
Diet,-22.158454442453973
Diet,25.208250211575432
Diet,-9.45613574572956
Diet,-17.94723118859233
Diet,-7.691139552034913
Diet,15.613938149871053
Diet,-2.3293280974540433
Diet,1.8451448794688758
Diet,-12.580520600301059
Diet,-22.870393942483204
Diet,-26.69679203017456
Diet,-4.211192041686468
Diet,-21.98321808579863
Diet,-20.764046480091192
Diet,-6.935899774758928
Diet,-20.147962013407017
Diet,-16.705112875519944
Diet,-10.868752439068752
Diet,16.094158109986857
Diet,-14.771419328444875
Diet,-14.444349255555112
Diet,-17.736043776518716
Diet,-4.924326908927608
Diet,-4.842980989165111
Diet,-1.3153169558987425
Diet,14.164816355153622
Diet,-9.896124021029149
Diet,-16.078974853129854
Diet,-0.9306707590574863
Diet,-4.05855997422341
Diet,-23.63923498086529
Diet,-10.50052695627468
Diet,-40.64966170170874
Diet,-18.785515922794037
Diet,-48.462933867405994
Diet,-2.809945090555832
Diet,-6.4946905058010564
Diet,-7.75725349632125
Diet,-20.076503029632207
Diet,-26.110029017115902
Diet,-35.84952626635485
Diet,-15.903492428574879
Diet,-18.900305300222804
Diet,-19.849824330318615
Diet,-15.144491651186701
Diet,-3.2128133319212235
Diet,-17.99196991434918
Diet,-35.10821685511857
Diet,-2.2661224955559476
Diet,-9.573623922858474
Diet,-30.267714728119344
Diet,14.747747120120977
Diet,-14.039425955834355
Diet,-10.765566310820105
Diet,-5.6236007215924255
Diet,-15.306085497529187
Diet,-21.276085416650904
Diet,-17.59324033384332
Diet,-24.20382958896527
Diet,-18.250836894120766
Diet,-9.008892849706701
Diet,-26.925031939189093
Diet,-21.15148303668674
Diet,0.9851846515794378
Diet,-1.303804983604861
Diet,-15.171742939353518
Diet,-19.498975173187027
Diet,-6.335971297132991
Diet,-27.874922060316315
Diet,-24.427167731929327
Diet,2.7039078732077897
Diet,-14.406786008009538
Diet,-22.39745550664928
Diet,-6.0430009701156004
Diet,-2.046787737897816
Diet,5.628968330841467
Diet,-8.754297328471587
Diet,-2.957545161126749
Diet,-2.3705189004242957
Diet,-7.077915174202474
Diet,-22.977026104280952
Diet,-20.40826757928238
Diet,6.235569875211265
Diet,-18.04806948497476
Diet,-2.687363941133519
Diet,-21.26890209407177
Diet,-28.35649543572564
Diet,-17.210183814151357
Diet,-13.430545656294425
Diet,-9.905699702409475
Diet,-15.128579146788635
Diet,-3.238078459108019
Diet,-13.174530234729094
Diet,16.53556936989488
Diet,10.093503702029281
Diet,9.69854409515326
Diet,-6.600678134788412
Diet,-11.709451360314851
Diet,-22.048735228316133
Diet,-15.196838105214589
Diet,-7.939745609940736
Diet,-39.66587932015814
Diet,-6.892536529315359
Diet,-5.21745727961706
Diet,-14.862647892131005
Diet,-16.134529138377836
Diet,-8.51751752643112
Diet,-9.910560788040065
Diet,-11.813201095074763
Diet,-4.135312452210123
Diet,-3.8460689229027203
Diet,-15.495255397537537
Diet,-17.9710894703006
Diet,-6.783643961578848
Diet,-36.780156560254106
Diet,18.12753845118688
Diet,-5.562143934508168
Diet,-31.115734886892206
Diet,-25.507200049394765
Diet,-5.559203693157636
Diet,-30.859393647579665
Diet,-4.918417858645288
Diet,-10.25867344534264
Diet,-17.994396956926742
Diet,-18.95691407469931
Diet,-8.565776652568015
Diet,-15.078598915262726
Diet,-7.90560293789304
Diet,-24.242295378457833
Diet,-8.283396797653374
Diet,8.375372903222502
Diet,-10.100084508873909
Diet,-25.58402012619838
Diet,-10.152553021485353
Diet,-16.867521773154124
Diet,-3.459824449670915
Diet,-16.20545144145583
Diet,-26.918945702903635
Diet,-25.426623331378682
Diet,5.370630658490434
Diet,-15.990450345892842
Diet,-16.547644551264817
Diet,-8.430088988332615
Diet,-19.31111780744007
Diet,-31.59615045322774
Diet,-2.9238866994193042
Diet,-0.8888201344699915
Diet,-5.375564090953274
Diet,-1.7161961212984327
Diet,9.49996829699218
Diet,-13.849570700809197
Diet,-28.204327215746297
Diet,0.6658966191394224
Diet,-15.171939434982981
Diet,-14.270860808554708
Diet,-36.376292249080976
Diet,-15.443820936325368
Diet,-13.47987631280313
Diet,-6.540325827608216
Diet,-30.683860855450344
Diet,-10.67743061428078
Diet,-46.830306709974096
Diet,4.05739542996654
Diet,-35.46006252682457
Diet,-3.074271880898607
Diet,-16.041959991080283
Diet,3.4616626520064386
Diet,9.658505394472623
Diet,12.73759063095633
Diet,-8.195640624785316
Diet,-15.198484343975435
Diet,-3.3195000325429476
Diet,-6.593969454577034
Diet,1.3599284293122178
Diet,-24.95505192765082
Diet,-39.307257288414114
Diet,-32.43883812727834
Diet,-15.604417913521079
Diet,-34.12773739905789
Diet,3.0657223257231436
Diet,-23.37276706343885
Diet,7.024449591574189
Diet,4.019039189851323
Diet,-28.99861184115084
Diet,10.316650486092954
Diet,-9.3331145003954
Diet,-12.97199651025035
Diet,-20.162568999205625
Diet,-15.65688935389727
Diet,-24.34244528555827
Diet,-13.551610303158538
Diet,-16.698154286075518
Diet,-1.7079856287127555
Diet,20.898804035961845
Diet,11.691113113956902
Diet,-1.8195217137079656
Diet,-26.88875014910448
Diet,-17.50160137463494
Diet,15.11567326093708
Diet,-25.83738546072662
Diet,3.6171820621296575
Diet,-19.97164669427056
Diet,-22.86871371173884
Diet,-31.95641575488688
Diet,-6.873102161676061
Diet,-8.541397183287717
Diet,-25.725433395921936
Diet,-7.586607866621968
Diet,8.989942690272457
Diet,-29.9481999901587
Diet,-11.360191136910922
Diet,-6.755364937114669
Diet,-17.79836941907628
Diet,-38.46573339298282
Diet,-30.44398223310226
Diet,-21.588312799560576
Diet,-24.186654007866117
Diet,-33.67002653520219
Diet,-10.421695537579648
Diet,-9.737772820954103
Diet,-13.01394789393423
Diet,-25.321700916094414
Diet,-29.35781898874975
Diet,-36.40992589106245
Diet,-28.107099363752123
Diet,-20.915602542690337
Diet,6.346315329365066
Diet,-8.226622734093652
Diet,-16.16041198820826
Diet,-10.65934659327752
Diet,-3.6185547723967098
Diet,-12.478763136744302
Diet,-1.2356475581952964
Diet,2.237350609060579
Diet,-3.1712813697411466
Diet,-4.885086951375834
Diet,-28.33248448864599
Diet,-15.629275844343336
Diet,17.71674817595916
Diet,-35.05087543858744
Diet,-4.049740780726777
Diet,-19.189105230236123
Diet,-29.82485893038172
Diet,1.2467156143794682
Diet,-27.277492109430867
Diet,-31.882830751338012
Diet,-15.84098686288179
Diet,-9.789488647535366
Diet,-9.702082891668896
Diet,6.041524176687773
Diet,5.561819067829774
Diet,7.879648651876096
Diet,-10.292299536224853
Diet,-4.890252018038559
Diet,-18.016583609221637
Diet,-36.04647598286742
Diet,-25.778653255008955
Diet,0.5176379181315482
Diet,-13.880192563858547
Diet,2.2278452661715935
Diet,-12.959426883965167
Diet,-7.01656904418219
Diet,-18.851206249444633
Diet,3.5075507416744287
Diet,-6.237323041967923
Diet,-29.855377521693754
Diet,-17.203562228901887
Diet,4.226488831099488
Diet,-21.45307271429803
Diet,-22.015413795371224
Diet,-2.3858443482199423
Diet,-5.0179148606560995
Diet,-13.033445249384556
Diet,23.773126679937825
Diet,-18.571142282581377
Diet,-14.00073066055619
Diet,-2.887946104647604
Diet,-14.41616923121097
Diet,-13.572556130954132
Diet,-13.829102893714879
Diet,-14.46902204493724
Diet,-26.054879398651224
Diet,-5.342835818018237
Diet,-0.5357706969686618
Diet,-13.392083747557228
Diet,-30.599773434068577
Diet,-4.65078054746669
Diet,-45.217153493187865
Diet,-30.356815745240546
Diet,-4.491995744986349
Diet,-19.161862012334602
Diet,0.2744585577434222
Diet,-16.302781701818322
Diet,-17.143718183516835
Diet,-23.58834423333986
Diet,-8.161903445522938
Diet,-10.294791736614735
Diet,-18.647447689946198
Diet,-16.79057103718598
Diet,-27.256917710678437
Diet,3.7512244556533076
Diet,-13.837772063959624
Diet,4.668451305913365
Diet,-19.383750436010924
Diet,-13.906186539148537
Diet,-21.093707650886074
Diet,-15.57008951424726
Diet,-29.531498636238638
Diet,-31.34750701760155
Diet,-2.139809068123947
Diet,-18.71342604405975
Diet,-7.243263521236843
Diet,-7.558330736871501
Diet,-5.731583974508354
Diet,-21.61406624348572
Diet,5.100349910069461
Diet,5.193969121523608
Diet,-16.362497301002126
Diet,-23.064767980679974
Diet,-15.956650518048384
Diet,1.3574954075294485
Diet,-20.575205484433646
Diet,-0.6684237210097663
Diet,-11.252431399555967
Diet,-11.29215965972772
Diet,-22.98518093940576
Diet,-19.170147961425563
Diet,-25.623201788109405
Diet,-23.285150969320593
Diet,-21.538612117764615
Diet,-11.63857947210802
Diet,-6.434725761847584
Diet,-3.8220517055952357
Diet,1.294114432017425
Diet,-6.710721204028776
Diet,4.820258895769683
Diet,14.00914626414945
Diet,-18.167606068998158
Diet,-24.70264149329158
Diet,-12.989481488219258
Diet,-10.857184979846847
Diet,-23.602354501192906
Diet,-13.95973731015885
Diet,-21.701201976883723
Diet,-1.0584056085275826
Diet,-37.34902765813922
Diet,-12.931396208862818
Diet,-14.096096578696354
Diet,-29.521761997927083
Diet,-34.43951386252529
Diet,2.323792920656084
Diet,-8.646536295200177
Diet,-39.92850376486044
Diet,-35.46648126934468
Diet,-13.183114333290023
Diet,-32.50825975037646
Diet,-23.555333017009826
Diet,-16.776677867564665
Diet,-5.005603233608946
Diet,-14.41007575488968
Diet,-13.235574331233854
Diet,-17.59723751381365
Diet,-12.83730230082665
Diet,-28.56456044430727
Diet,5.9602218860211025
Diet,-35.45427346112222
Diet,-5.334072832363332
Diet,-14.065437391006109
Diet,-23.1159320721259
Diet,-3.1516288169249123
Diet,-3.2030324077999133
Diet,-7.386451714008737
Diet,-12.155686423127829
Diet,8.377676088059705
Diet,-5.408111080718912
Diet,3.5390200691833122
Diet,3.0483638038946097
Diet,-9.273252260901073
Diet,-9.501780602761377
Diet,-23.182622515011772
Diet,-18.850267975331793
Diet,-14.041171062928473
Diet,-19.489256929804494
Diet,-18.29672601710236
Diet,-20.217325136569414
Diet,-17.226217265191995
Diet,-12.825347670612727
Diet,-19.0641856700723
Diet,-33.39044577411724
